,indicator_type,data,note
3467,domain,www.5476580847.site,FlowerStorm phishing domain
3468,domain,www.5505848944.businesslawfederal.com,FlowerStorm phishing domain
3469,domain,www.5506031284.site,FlowerStorm phishing domain
3470,domain,www.5507615703.microsoftlawgroup.com,FlowerStorm phishing domain
3471,domain,www.5508548905.constructionregs.com,FlowerStorm phishing domain
3472,domain,www.5511861877.site,FlowerStorm phishing domain
3473,domain,www.5515365273.lawfinancelabel.com,FlowerStorm phishing domain
3474,domain,www.5536658207.lawyerinvoicehub.com,FlowerStorm phishing domain
3475,domain,www.5549981389.businesslegalfederal.com,FlowerStorm phishing domain
3476,domain,www.5556410460.site,FlowerStorm phishing domain
3477,domain,www.5562925525.site,FlowerStorm phishing domain
3478,domain,www.5569611731.businesslawfederal.com,FlowerStorm phishing domain
3479,domain,www.5615496527.constructionfederal.com,FlowerStorm phishing domain
3480,domain,www.5619074925.lawyerinvoicehub.com,FlowerStorm phishing domain
3481,domain,www.5646634237.businesslawyeroutlook.com,FlowerStorm phishing domain
3482,domain,www.5646634237.businesslegalfederal.com,FlowerStorm phishing domain
3483,domain,www.5657445025.federaldocapp.com,FlowerStorm phishing domain
3484,domain,www.5660929956.appinvoices.com,FlowerStorm phishing domain
3485,domain,www.5671226673.site,FlowerStorm phishing domain
3486,domain,www.5708231722.lawyerinvoicehub.com,FlowerStorm phishing domain
3487,domain,www.5712759205.brandlawdocs.com,FlowerStorm phishing domain
3488,domain,www.5743412252.lawyerinvoicehub.com,FlowerStorm phishing domain
3489,domain,www.5748851318.site,FlowerStorm phishing domain
3490,domain,www.5751059671.businesslegalfederal.com,FlowerStorm phishing domain
3491,domain,www.5771935265.businesslawyeroutlook.com,FlowerStorm phishing domain
3492,domain,www.5773961874.site,FlowerStorm phishing domain
3493,domain,www.5779459270.businesslawyeroutlook.com,FlowerStorm phishing domain
3494,domain,www.5788485503.businesslawfederal.com,FlowerStorm phishing domain
3495,domain,www.5788485503.site,FlowerStorm phishing domain
3496,domain,www.5830537601.site,FlowerStorm phishing domain
3497,domain,www.5866331165.constructionregs.com,FlowerStorm phishing domain
3498,domain,www.5889631857.constructionlawus.com,FlowerStorm phishing domain
3499,domain,www.5889631857.constructionregs.com,FlowerStorm phishing domain
3500,domain,www.5910995501.site,FlowerStorm phishing domain
3501,domain,www.5921195173.lawfinancelabel.com,FlowerStorm phishing domain
3502,domain,www.5923881203.site,FlowerStorm phishing domain
3503,domain,www.5930406482.constructionregs.com,FlowerStorm phishing domain
3504,domain,www.5957281972.businesslegalfederal.com,FlowerStorm phishing domain
3505,domain,www.5967326376.constructionregs.com,FlowerStorm phishing domain
3506,domain,www.5969211497.federaldocuments.com,FlowerStorm phishing domain
3507,domain,www.5978548994.federaldocapp.com,FlowerStorm phishing domain
3508,domain,www.5979771966.site,FlowerStorm phishing domain
3509,domain,www.5996140554.constructionlawcourts.com,FlowerStorm phishing domain
3510,domain,www.6012237178.xyz,FlowerStorm phishing domain
3511,domain,www.6018258857.federaldocapp.com,FlowerStorm phishing domain
3512,domain,www.6032451419.businesslawyeroutlook.com,FlowerStorm phishing domain
3513,domain,www.6032451419.invocelaw.com,FlowerStorm phishing domain
3514,domain,www.6038222878.courtdocumentsupport.com,FlowerStorm phishing domain
3515,domain,www.6059537009.brandlawdocs.com,FlowerStorm phishing domain
3516,domain,www.6068369931.invocelaw.com,FlowerStorm phishing domain
3517,domain,www.6078804614.federaldocuments.com,FlowerStorm phishing domain
3518,domain,www.6079697307.constructionfederal.com,FlowerStorm phishing domain
3519,domain,www.6087599981.businesslawyeroutlook.com,FlowerStorm phishing domain
3520,domain,www.6089251830.microsoftlawgroup.com,FlowerStorm phishing domain
3521,domain,www.6089251830.site,FlowerStorm phishing domain
3522,domain,www.6093503030.site,FlowerStorm phishing domain
3523,domain,www.6110368953.site,FlowerStorm phishing domain
3524,domain,www.6110904866.businesslegalfederal.com,FlowerStorm phishing domain
3525,domain,www.6111431544.courtdocumentsupport.com,FlowerStorm phishing domain
3526,domain,www.6111431544.site,FlowerStorm phishing domain
3527,domain,www.6114211390.businesslegalfederal.com,FlowerStorm phishing domain
3528,domain,www.6130683186.federaldocuments.com,FlowerStorm phishing domain
3529,domain,www.6131691186.constructionregs.com,FlowerStorm phishing domain
3530,domain,www.6160190517.uscourtlegal.com,FlowerStorm phishing domain
3531,domain,www.6173798458.businesslegalfederal.com,FlowerStorm phishing domain
3532,domain,www.6188338069.constructionlawus.com,FlowerStorm phishing domain
3533,domain,www.6214481647.xyz,FlowerStorm phishing domain
3534,domain,www.6248106962.site,FlowerStorm phishing domain
3535,domain,www.6248643719.businesslawyeroutlook.com,FlowerStorm phishing domain
3536,domain,www.6253381409.federaldocuments.com,FlowerStorm phishing domain
3537,domain,www.6265662839.constructionlawus.com,FlowerStorm phishing domain
3538,domain,www.6284148318.businesslegalfederal.com,FlowerStorm phishing domain
3539,domain,www.6299733917.federaldocuments.com,FlowerStorm phishing domain
3540,domain,www.6321692281.constructionlawcourts.com,FlowerStorm phishing domain
3541,domain,www.6329419961.federaldocapp.com,FlowerStorm phishing domain
3542,domain,www.6352025976.businesslawfederal.com,FlowerStorm phishing domain
3543,domain,www.6387745001.federaldocapp.com,FlowerStorm phishing domain
3544,domain,www.6457014159.site,FlowerStorm phishing domain
3545,domain,www.6519132620.businesslegalfederal.com,FlowerStorm phishing domain
3546,domain,www.6533272565.site,FlowerStorm phishing domain
3547,domain,www.6549558534.businesslawfederal.com,FlowerStorm phishing domain
3548,domain,www.6563076233.lawyerinvoicehub.com,FlowerStorm phishing domain
3549,domain,www.6587413879.constructionlawcourts.com,FlowerStorm phishing domain
3550,domain,www.6598089685.constructionlawus.com,FlowerStorm phishing domain
3551,domain,www.6598089685.constructionregs.com,FlowerStorm phishing domain
3552,domain,www.6685596917.constructionregs.com,FlowerStorm phishing domain
3553,domain,www.6705184332.businesslawfederal.com,FlowerStorm phishing domain
3554,domain,www.6752689631.microsoftlawgroup.com,FlowerStorm phishing domain
3555,domain,www.6757964131.constructionregs.com,FlowerStorm phishing domain
3556,domain,www.676040511.database-server.com,FlowerStorm phishing domain
3557,domain,www.6764151209.microsoftlawgroup.com,FlowerStorm phishing domain
3558,domain,www.6768938240.lawfinancelabel.com,FlowerStorm phishing domain
3559,domain,www.6798247249.lawyerinvoicehub.com,FlowerStorm phishing domain
3560,domain,www.6820769264.invoicingconstructionlaw.com,FlowerStorm phishing domain
3561,domain,www.6871778911.site,FlowerStorm phishing domain
3562,domain,www.6881337429.constructionfederal.com,FlowerStorm phishing domain
3563,domain,www.6882389794.courtdocumentsupport.com,FlowerStorm phishing domain
3564,domain,www.6882389794.site,FlowerStorm phishing domain
3565,domain,www.6952072924.brandlawdocs.com,FlowerStorm phishing domain
3566,domain,www.6970793981.constructionlawus.com,FlowerStorm phishing domain
3567,domain,www.7003237925.invocelaw.com,FlowerStorm phishing domain
3568,domain,www.7017553809.constructionfederal.com,FlowerStorm phishing domain
3569,domain,www.7039431067.constructionlawus.com,FlowerStorm phishing domain
3570,domain,www.7069376613.brandlawdocs.com,FlowerStorm phishing domain
3571,domain,www.7073547716.invoicingconstructionlaw.com,FlowerStorm phishing domain
3572,domain,www.7115905280.businesslawfederal.com,FlowerStorm phishing domain
3573,domain,www.7121724646.brandlawdocs.com,FlowerStorm phishing domain
3574,domain,www.7130198041.federaldocuments.com,FlowerStorm phishing domain
3575,domain,www.7183852694.xyz,FlowerStorm phishing domain
3576,domain,www.7241640779.microsoftlawgroup.com,FlowerStorm phishing domain
3577,domain,www.7281302509.lawfinancelabel.com,FlowerStorm phishing domain
3578,domain,www.7348899624.uscourtlegal.com,FlowerStorm phishing domain
3579,domain,www.740461052.constructionfederal.com,FlowerStorm phishing domain
3580,domain,www.7415402292.constructionfederal.com,FlowerStorm phishing domain
3581,domain,www.7445995473.invoicingconstructionlaw.com,FlowerStorm phishing domain
3582,domain,www.7449815295.businesslegalfederal.com,FlowerStorm phishing domain
3583,domain,www.7486111624.businesslawfederal.com,FlowerStorm phishing domain
3584,domain,www.7506984803.database-server.com,FlowerStorm phishing domain
3585,domain,www.7530472825.constructionlawcourts.com,FlowerStorm phishing domain
3586,domain,www.7544631276.constructionregs.com,FlowerStorm phishing domain
3587,domain,www.7547374805.invoicingconstructionlaw.com,FlowerStorm phishing domain
3588,domain,www.7555108915.database-server.com,FlowerStorm phishing domain
3589,domain,www.7611965307.database-server.com,FlowerStorm phishing domain
3590,domain,www.7821781576.constructionlawus.com,FlowerStorm phishing domain
3591,domain,www.7827217595.appinvoices.com,FlowerStorm phishing domain
3592,domain,www.7876794383.constructionlawcourts.com,FlowerStorm phishing domain
3593,domain,www.983444263.businesslegalfederal.com,FlowerStorm phishing domain
3594,domain,www.998177839.lawyerinvoicehub.com,FlowerStorm phishing domain
3595,domain,1001532424430.federallegaladvice.com,FlowerStorm phishing domain
3596,domain,1001635381.cloud,FlowerStorm phishing domain
3597,domain,1001635381.my.id,FlowerStorm phishing domain
3598,domain,1049999781.my.id,FlowerStorm phishing domain
3599,domain,1064557304.my.id,FlowerStorm phishing domain
3600,domain,1081733637.federalconstructionlawyer.com,FlowerStorm phishing domain
3601,domain,1093017875.site,FlowerStorm phishing domain
3602,domain,1158844591.businesslawconstruction.com,FlowerStorm phishing domain
3603,domain,1182480952.my.id,FlowerStorm phishing domain
3604,domain,1182726129.my.id,FlowerStorm phishing domain
3605,domain,1183502499.site,FlowerStorm phishing domain
3606,domain,1185572052.my.id,FlowerStorm phishing domain
3607,domain,1191313449.my.id,FlowerStorm phishing domain
3608,domain,1192578194.payrollservicesfederal.com,FlowerStorm phishing domain
3609,domain,1198439837.federallawdocs.com,FlowerStorm phishing domain
3610,domain,1210724958.my.id,FlowerStorm phishing domain
3611,domain,1243909975.my.id,FlowerStorm phishing domain
3612,domain,1260874789.my.id,FlowerStorm phishing domain
3613,domain,1265244961.federallegaladvice.com,FlowerStorm phishing domain
3614,domain,1265342062.my.id,FlowerStorm phishing domain
3615,domain,1272787021.lawforconstruction.com,FlowerStorm phishing domain
3616,domain,1283793425.my.id,FlowerStorm phishing domain
3617,domain,1359862337.federalconstructionlawyer.com,FlowerStorm phishing domain
3618,domain,1385466156.my.id,FlowerStorm phishing domain
3619,domain,1393896538.my.id,FlowerStorm phishing domain
3620,domain,1417642101.lawyerforconstruction.com,FlowerStorm phishing domain
3621,domain,1419993777.uscourtbusinesslaw.com,FlowerStorm phishing domain
3622,domain,1430988701.my.id,FlowerStorm phishing domain
3623,domain,1430988701.uscourtbusinesslaw.com,FlowerStorm phishing domain
3624,domain,1452128342.my.id,FlowerStorm phishing domain
3625,domain,1464509838.federalbusinesslegal.com,FlowerStorm phishing domain
3626,domain,1477097785.my.id,FlowerStorm phishing domain
3627,domain,1481583280.businesslawdoc.com,FlowerStorm phishing domain
3628,domain,1486057043.federalbizlaw.com,FlowerStorm phishing domain
3629,domain,1496973727.businesslawconstruction.com,FlowerStorm phishing domain
3630,domain,1500505560.federallegalfirm.com,FlowerStorm phishing domain
3631,domain,1501739042.my.id,FlowerStorm phishing domain
3632,domain,1515209131.my.id,FlowerStorm phishing domain
3633,domain,1518076290.federalpayrollsolutions.com,FlowerStorm phishing domain
3634,domain,1522775443.my.id,FlowerStorm phishing domain
3635,domain,1548899511.online,FlowerStorm phishing domain
3636,domain,1549528275.legalservicesfederal.com,FlowerStorm phishing domain
3637,domain,1557129175.my.id,FlowerStorm phishing domain
3638,domain,1557129175.online,FlowerStorm phishing domain
3639,domain,1564224473.my.id,FlowerStorm phishing domain
3640,domain,1569253104.uscourtbusinesslaw.com,FlowerStorm phishing domain
3641,domain,1569742347.federalpayrollsolutions.com,FlowerStorm phishing domain
3642,domain,1574604108.federalpayrollsolutions.com,FlowerStorm phishing domain
3643,domain,1578965011.my.id,FlowerStorm phishing domain
3644,domain,1615796024.my.id,FlowerStorm phishing domain
3645,domain,1616211941.lawforconstruction.com,FlowerStorm phishing domain
3646,domain,1620798101.site,FlowerStorm phishing domain
3647,domain,1638443664.federalcontractslegal.com,FlowerStorm phishing domain
3648,domain,1642767204.my.id,FlowerStorm phishing domain
3649,domain,1657433211.my.id,FlowerStorm phishing domain
3650,domain,1661812730.my.id,FlowerStorm phishing domain
3651,domain,1667150207.my.id,FlowerStorm phishing domain
3652,domain,1699745252.my.id,FlowerStorm phishing domain
3653,domain,1704029711.my.id,FlowerStorm phishing domain
3654,domain,1724225570.payrollservicesfederal.com,FlowerStorm phishing domain
3655,domain,1724225570cdsfxdvfdsfd.payrollservicesfederal.com,FlowerStorm phishing domain
3656,domain,1724225570x.payrollservicesfederal.com,FlowerStorm phishing domain
3657,domain,1731888482.microsoftbusinesslawyers.com,FlowerStorm phishing domain
3658,domain,1754335059.my.id,FlowerStorm phishing domain
3659,domain,1756104372.my.id,FlowerStorm phishing domain
3660,domain,1780937851.federalbizlaw.com,FlowerStorm phishing domain
3661,domain,1787280199.my.id,FlowerStorm phishing domain
3662,domain,1800290500.my.id,FlowerStorm phishing domain
3663,domain,1820881115.microsoftbusinesslawyers.com,FlowerStorm phishing domain
3664,domain,1822912119.cloud,FlowerStorm phishing domain
3665,domain,1822912119.my.id,FlowerStorm phishing domain
3666,domain,1822912119.online,FlowerStorm phishing domain
3667,domain,1850103850.lawforconstruction.com,FlowerStorm phishing domain
3668,domain,1855491562.federallawdocs.com,FlowerStorm phishing domain
3669,domain,1855491562.my.id,FlowerStorm phishing domain
3670,domain,1872046094.legalservicesfederal.com,FlowerStorm phishing domain
3671,domain,1872417180.federalpayrollsolutions.com,FlowerStorm phishing domain
3672,domain,1887621699.my.id,FlowerStorm phishing domain
3673,domain,1890399981.my.id,FlowerStorm phishing domain
3674,domain,1918066939.legalservicesfederal.com,FlowerStorm phishing domain
3675,domain,1918676946.my.id,FlowerStorm phishing domain
3676,domain,1929240876.federallegalfirm.com,FlowerStorm phishing domain
3677,domain,1929401787.online,FlowerStorm phishing domain
3678,domain,1943588534.federalbizlaw.com,FlowerStorm phishing domain
3679,domain,1953477451.my.id,FlowerStorm phishing domain
3680,domain,1960373846.cloud,FlowerStorm phishing domain
3681,domain,1980714831.legalservicesfederal.com,FlowerStorm phishing domain
3682,domain,2003795028.my.id,FlowerStorm phishing domain
3683,domain,2024inconjuction.my.id,FlowerStorm phishing domain
3684,domain,2028069392.legalservicesfederal.com,FlowerStorm phishing domain
3685,domain,2041215412.my.id,FlowerStorm phishing domain
3686,domain,2041653988.federallawdocs.com,FlowerStorm phishing domain
3687,domain,2043758164.microsoftconstructionlaw.com,FlowerStorm phishing domain
3688,domain,2067274913.federalconstructionlawyer.com,FlowerStorm phishing domain
3689,domain,2067274913.my.id,FlowerStorm phishing domain
3690,domain,2071486361.lawforconstruction.com,FlowerStorm phishing domain
3691,domain,2077111125.lawyerforconstruction.com,FlowerStorm phishing domain
3692,domain,2084682627.microsoftconstructionlaw.com,FlowerStorm phishing domain
3693,domain,2084682627.my.id,FlowerStorm phishing domain
3694,domain,2085510728.my.id,FlowerStorm phishing domain
3695,domain,2089064645.microsoftconstructionlaw.com,FlowerStorm phishing domain
3696,domain,2093107965.my.id,FlowerStorm phishing domain
3697,domain,2113542055.my.id,FlowerStorm phishing domain
3698,domain,2113850516.my.id,FlowerStorm phishing domain
3699,domain,2113850516.online,FlowerStorm phishing domain
3700,domain,2113850516.space,FlowerStorm phishing domain
3701,domain,2122646221.federalbizlaw.com,FlowerStorm phishing domain
3702,domain,2125985736.microsoftbusinesslawyers.com,FlowerStorm phishing domain
3703,domain,2130422017.my.id,FlowerStorm phishing domain
3704,domain,2133217028.lawforconstruction.com,FlowerStorm phishing domain
3705,domain,2133217028.my.id,FlowerStorm phishing domain
3706,domain,2137793517.federallawdocs.com,FlowerStorm phishing domain
3707,domain,2137793517.my.id,FlowerStorm phishing domain
3708,domain,2137916311.my.id,FlowerStorm phishing domain
3709,domain,2140340359.my.id,FlowerStorm phishing domain
3710,domain,2142379142.my.id,FlowerStorm phishing domain
3711,domain,4220267996.my.id,FlowerStorm phishing domain
3712,domain,4249608058.my.id,FlowerStorm phishing domain
3713,domain,441871346.payrollservicesfederal.com,FlowerStorm phishing domain
3714,domain,4593063769.my.id,FlowerStorm phishing domain
3715,domain,5005296674.cloud,FlowerStorm phishing domain
3716,domain,5005296674.my.id,FlowerStorm phishing domain
3717,domain,5006186822.lawyerforconstruction.com,FlowerStorm phishing domain
3718,domain,5013230888.my.id,FlowerStorm phishing domain
3719,domain,5017507636.federalpayrollsolutions.com,FlowerStorm phishing domain
3720,domain,5036511802.my.id,FlowerStorm phishing domain
3721,domain,5036511802.online,FlowerStorm phishing domain
3722,domain,5040194866.businesslawconstruction.com,FlowerStorm phishing domain
3723,domain,5043056047.cloud,FlowerStorm phishing domain
3724,domain,5043056047.my.id,FlowerStorm phishing domain
3725,domain,5047684918.my.id,FlowerStorm phishing domain
3726,domain,5062023136.my.id,FlowerStorm phishing domain
3727,domain,5066674160.my.id,FlowerStorm phishing domain
3728,domain,5071747601.my.id,FlowerStorm phishing domain
3729,domain,5077101122.legalservicesfederal.com,FlowerStorm phishing domain
3730,domain,5096331403.my.id,FlowerStorm phishing domain
3731,domain,5098022644.federalpayrollsolutions.com,FlowerStorm phishing domain
3732,domain,5105054254.cloud,FlowerStorm phishing domain
3733,domain,5105215967.my.id,FlowerStorm phishing domain
3734,domain,5111724163.microsoftconstructionlaw.com,FlowerStorm phishing domain
3735,domain,5111724163.my.id,FlowerStorm phishing domain
3736,domain,5117702047.my.id,FlowerStorm phishing domain
3737,domain,5129306940.federallawdocs.com,FlowerStorm phishing domain
3738,domain,5139215195.federalbusinesslegal.com,FlowerStorm phishing domain
3739,domain,5140111679.my.id,FlowerStorm phishing domain
3740,domain,5145178238.online,FlowerStorm phishing domain
3741,domain,5145178238.space,FlowerStorm phishing domain
3742,domain,5172197233.my.id,FlowerStorm phishing domain
3743,domain,5172239605.my.id,FlowerStorm phishing domain
3744,domain,5173988899.federalpayrollsolutions.com,FlowerStorm phishing domain
3745,domain,5182059107.lawyerforconstruction.com,FlowerStorm phishing domain
3746,domain,5185246704.my.id,FlowerStorm phishing domain
3747,domain,5199156241.federallegalfirm.com,FlowerStorm phishing domain
3748,domain,5212084691.my.id,FlowerStorm phishing domain
3749,domain,5245323962.lawforconstruction.com,FlowerStorm phishing domain
3750,domain,5245323962.my.id,FlowerStorm phishing domain
3751,domain,5247522072.microsoftconstructionlaw.com,FlowerStorm phishing domain
3752,domain,5247986090.my.id,FlowerStorm phishing domain
3753,domain,5277288033.my.id,FlowerStorm phishing domain
3754,domain,5284784914.my.id,FlowerStorm phishing domain
3755,domain,5288874037.federalconstructionlawyer.com,FlowerStorm phishing domain
3756,domain,5298886015.legalservicesfederal.com,FlowerStorm phishing domain
3757,domain,5298925908.my.id,FlowerStorm phishing domain
3758,domain,5320453164.my.id,FlowerStorm phishing domain
3759,domain,5328394359.federallegaladvice.com,FlowerStorm phishing domain
3760,domain,5331640435.my.id,FlowerStorm phishing domain
3761,domain,5331640435.payrollservicesfederal.com,FlowerStorm phishing domain
3762,domain,5334635671.my.id,FlowerStorm phishing domain
3763,domain,5336148292.microsoftbusinesslawyers.com,FlowerStorm phishing domain
3764,domain,5337178166.lawforconstruction.com,FlowerStorm phishing domain
3765,domain,5342827584.businesslawconstruction.com,FlowerStorm phishing domain
3766,domain,5344318824.legalservicesfederal.com,FlowerStorm phishing domain
3767,domain,5344318824.my.id,FlowerStorm phishing domain
3768,domain,5348785839.federallawdocs.com,FlowerStorm phishing domain
3769,domain,5348785839.my.id,FlowerStorm phishing domain
3770,domain,5353667230.my.id,FlowerStorm phishing domain
3771,domain,5358783896.federalconstructionlawyer.com,FlowerStorm phishing domain
3772,domain,5388336578.payrollservicesfederal.com,FlowerStorm phishing domain
3773,domain,5403384910.my.id,FlowerStorm phishing domain
3774,domain,5404867096.my.id,FlowerStorm phishing domain
3775,domain,5414149128.my.id,FlowerStorm phishing domain
3776,domain,5415410744.my.id,FlowerStorm phishing domain
3777,domain,5420175008.my.id,FlowerStorm phishing domain
3778,domain,5422189500.my.id,FlowerStorm phishing domain
3779,domain,5427337804.federalpayrollsolutions.com,FlowerStorm phishing domain
3780,domain,5428962253.microsoftbusinesslawyers.com,FlowerStorm phishing domain
3781,domain,5455869299.my.id,FlowerStorm phishing domain
3782,domain,5460020305.my.id,FlowerStorm phishing domain
3783,domain,5460020305.online,FlowerStorm phishing domain
3784,domain,5460020305.site,FlowerStorm phishing domain
3785,domain,5461871822.my.id,FlowerStorm phishing domain
3786,domain,5474007909.federalpayrollsolutions.com,FlowerStorm phishing domain
3787,domain,5479868972.federalbusinesslegal.com,FlowerStorm phishing domain
3788,domain,5479868972.my.id,FlowerStorm phishing domain
3789,domain,5484346276.federalbizlaw.com,FlowerStorm phishing domain
3790,domain,5489905643.businesslawdoc.com,FlowerStorm phishing domain
3791,domain,5494090528.legalservicesfederal.com,FlowerStorm phishing domain
3792,domain,5505470537.my.id,FlowerStorm phishing domain
3793,domain,5507043081.microsoftconstructionlaw.com,FlowerStorm phishing domain
3794,domain,5507615703.federallegalfirm.com,FlowerStorm phishing domain
3795,domain,5507615703.my.id,FlowerStorm phishing domain
3796,domain,5508548905.my.id,FlowerStorm phishing domain
3797,domain,5510731730.microsoftconstructionlaw.com,FlowerStorm phishing domain
3798,domain,5511861877.my.id,FlowerStorm phishing domain
3799,domain,5512624943.my.id,FlowerStorm phishing domain
3800,domain,5518422462.lawyerforconstruction.com,FlowerStorm phishing domain
3801,domain,5522159237.lawyerforconstruction.com,FlowerStorm phishing domain
3802,domain,5536209366.federalpayrollsolutions.com,FlowerStorm phishing domain
3803,domain,5552899895.my.id,FlowerStorm phishing domain
3804,domain,5552899895.online,FlowerStorm phishing domain
3805,domain,5556379417.my.id,FlowerStorm phishing domain
3806,domain,5560565579.my.id,FlowerStorm phishing domain
3807,domain,5569538854.my.id,FlowerStorm phishing domain
3808,domain,5579843016.space,FlowerStorm phishing domain
3809,domain,5591562710.my.id,FlowerStorm phishing domain
3810,domain,5607472710.my.id,FlowerStorm phishing domain
3811,domain,5610051813.federalbizlaw.com,FlowerStorm phishing domain
3812,domain,5615496527.my.id,FlowerStorm phishing domain
3813,domain,5618243530.my.id,FlowerStorm phishing domain
3814,domain,5623205306.my.id,FlowerStorm phishing domain
3815,domain,5644091192.my.id,FlowerStorm phishing domain
3816,domain,5644672930.lawforconstruction.com,FlowerStorm phishing domain
3817,domain,5646634237.federallawdocs.com,FlowerStorm phishing domain
3818,domain,5648344213.microsoftbusinesslawyers.com,FlowerStorm phishing domain
3819,domain,5657241707.my.id,FlowerStorm phishing domain
3820,domain,5657445025.my.id,FlowerStorm phishing domain
3821,domain,5693601133.my.id,FlowerStorm phishing domain
3822,domain,5696938214.my.id,FlowerStorm phishing domain
3823,domain,5696938214.online,FlowerStorm phishing domain
3824,domain,5697520335.my.id,FlowerStorm phishing domain
3825,domain,5702018272.microsoftbusinesslawyers.com,FlowerStorm phishing domain
3826,domain,5710915647.my.id,FlowerStorm phishing domain
3827,domain,5712759205.online,FlowerStorm phishing domain
3828,domain,5718372148.businesslawconstruction.com,FlowerStorm phishing domain
3829,domain,5721769962.microsoftconstructionlaw.com,FlowerStorm phishing domain
3830,domain,5721769962.my.id,FlowerStorm phishing domain
3831,domain,5726149303.my.id,FlowerStorm phishing domain
3832,domain,5739350082.federalcontractslegal.com,FlowerStorm phishing domain
3833,domain,5747160802.my.id,FlowerStorm phishing domain
3834,domain,5748851318.my.id,FlowerStorm phishing domain
3835,domain,5752129505.microsoftbusinesslawyers.com,FlowerStorm phishing domain
3836,domain,5753961679.my.id,FlowerStorm phishing domain
3837,domain,5754701164.my.id,FlowerStorm phishing domain
3838,domain,5761834549.my.id,FlowerStorm phishing domain
3839,domain,5766672715.my.id,FlowerStorm phishing domain
3840,domain,5773366905.my.id,FlowerStorm phishing domain
3841,domain,5788485503.my.id,FlowerStorm phishing domain
3842,domain,5788775211.my.id,FlowerStorm phishing domain
3843,domain,5796908020.my.id,FlowerStorm phishing domain
3844,domain,5803251012.online,FlowerStorm phishing domain
3845,domain,5814357269.my.id,FlowerStorm phishing domain
3846,domain,5817730107.my.id,FlowerStorm phishing domain
3847,domain,5818052787.my.id,FlowerStorm phishing domain
3848,domain,5821729200.my.id,FlowerStorm phishing domain
3849,domain,5839262141.my.id,FlowerStorm phishing domain
3850,domain,5843504912.online,FlowerStorm phishing domain
3851,domain,5844261229.lawyerforconstruction.com,FlowerStorm phishing domain
3852,domain,5848982195.my.id,FlowerStorm phishing domain
3853,domain,5850031111.payrollservicesfederal.com,FlowerStorm phishing domain
3854,domain,5864871966.my.id,FlowerStorm phishing domain
3855,domain,5864871966.online,FlowerStorm phishing domain
3856,domain,5865644905.my.id,FlowerStorm phishing domain
3857,domain,5869171726.lawforconstruction.com,FlowerStorm phishing domain
3858,domain,5879537809.federalconstructionlawyer.com,FlowerStorm phishing domain
3859,domain,5882674643.federalconstructionlawyer.com,FlowerStorm phishing domain
3860,domain,5882674643xxx.federalconstructionlawyer.com,FlowerStorm phishing domain
3861,domain,5895427439.federalpayrollsolutions.com,FlowerStorm phishing domain
3862,domain,5899173672.my.id,FlowerStorm phishing domain
3863,domain,5901023723.federalbizlaw.com,FlowerStorm phishing domain
3864,domain,5901023723.my.id,FlowerStorm phishing domain
3865,domain,5907994696.businesslawdoc.com,FlowerStorm phishing domain
3866,domain,5912307010.my.id,FlowerStorm phishing domain
3867,domain,5923881203.my.id,FlowerStorm phishing domain
3868,domain,5930406482.my.id,FlowerStorm phishing domain
3869,domain,5933749687.my.id,FlowerStorm phishing domain
3870,domain,5933749687.online,FlowerStorm phishing domain
3871,domain,5933749687.space,FlowerStorm phishing domain
3872,domain,5939003515.my.id,FlowerStorm phishing domain
3873,domain,5942507058.microsoftbusinesslawyers.com,FlowerStorm phishing domain
3874,domain,5951026021.my.id,FlowerStorm phishing domain
3875,domain,5953697811.my.id,FlowerStorm phishing domain
3876,domain,5957281972.my.id,FlowerStorm phishing domain
3877,domain,5975758659.my.id,FlowerStorm phishing domain
3878,domain,5980245431.my.id,FlowerStorm phishing domain
3879,domain,5991333749.my.id,FlowerStorm phishing domain
3880,domain,5994059853.uscourtbusinesslaw.com,FlowerStorm phishing domain
3881,domain,5996140554.my.id,FlowerStorm phishing domain
3882,domain,6004032404.federalbizlaw.com,FlowerStorm phishing domain
3883,domain,6017259355.lawforconstruction.com,FlowerStorm phishing domain
3884,domain,6018258857.my.id,FlowerStorm phishing domain
3885,domain,6028737906.lawyerforconstruction.com,FlowerStorm phishing domain
3886,domain,6028737906.my.id,FlowerStorm phishing domain
3887,domain,6032156477.my.id,FlowerStorm phishing domain
3888,domain,6032451419.my.id,FlowerStorm phishing domain
3889,domain,6034123867.site,FlowerStorm phishing domain
3890,domain,6038785107.my.id,FlowerStorm phishing domain
3891,domain,6048973495.my.id,FlowerStorm phishing domain
3892,domain,605927356.my.id,FlowerStorm phishing domain
3893,domain,6059537009.my.id,FlowerStorm phishing domain
3894,domain,6063113691.my.id,FlowerStorm phishing domain
3895,domain,6063680314.my.id,FlowerStorm phishing domain
3896,domain,6063680314.uscourtbusinesslaw.com,FlowerStorm phishing domain
3897,domain,6075999788.federalcontractslegal.com,FlowerStorm phishing domain
3898,domain,6089251830.my.id,FlowerStorm phishing domain
3899,domain,6093503030.online,FlowerStorm phishing domain
3900,domain,6106164035.my.id,FlowerStorm phishing domain
3901,domain,6109164321.legalservicesfederal.com,FlowerStorm phishing domain
3902,domain,6110368953.cloud,FlowerStorm phishing domain
3903,domain,6110368953.my.id,FlowerStorm phishing domain
3904,domain,6110904866.uscourtbusinesslaw.com,FlowerStorm phishing domain
